"","City","Species","DBH","TF","BLVD","SidewalkDamage","trunk_shape"
"598",3,7,15,6.2,10,1,"Circular"
"599",3,7,17,6.3,10,1,"Circular"
"600",3,7,110,3.3,8,0,"Circular"
"601",3,7,11,3.8,8,1,"Circular"
"602",3,7,15,5.6,25,1,"Circular"
"603",3,7,10,3.6,10,1,"Circular"
"604",3,7,15,5.7,10,0,"Circular"
"605",3,7,19,7.4,10,0,"Circular"
"606",3,7,19,7.1,10,1,"Circular"
"607",3,7,20,6.9,10,0,"Circular"
"608",3,7,15,5.3,10,1,"Circular"
"609",3,7,16,5.7,10,1,"Circular"
"610",3,7,20,7.2,10,0,"Circular"
"611",3,7,18,7.2,10,0,"Circular"
"612",3,7,17,6.1,10,1,"Circular"
"613",3,7,23,8.7,10,0,"Circular"
"614",3,7,16,5.6,10,1,"Circular"
"615",3,7,27,9.4,10,0,"Circular"
"616",3,7,25,8.6,10,0,"Circular"
"617",3,7,19,6.8,9,0,"Circular"
"618",3,7,25,9.6,9,1,"Circular"
"619",3,7,19,7.4,9,0,"Circular"
